,trip,lon,lat,x,y,x_std,y_std,dist_colony,step_distance,step_direction
1228,simulation_06,-77.39611053466797,-11.69593620300293,-14705.529778741384,8578.149838326453,-0.4901843259580461,0.2859383279442151,16759.850689340346,563.3705972768024,-69.59328871926613
1229,simulation_06,-77.40023803710938,-11.702136039733887,-15164.971640940143,7888.031643743704,-0.5054990546980047,0.26293438812479014,16813.094551814218,823.8148455822476,-8.638530166981695
1230,simulation_06,-77.40448760986328,-11.704339981079102,-15638.001432520012,7642.705824995707,-0.5212667144173337,0.2547568608331902,17112.449267201584,524.1520977893152,28.991755660688852
1231,simulation_06,-77.40670776367188,-11.704620361328125,-15885.131898138938,7611.49604969847,-0.5295043966046312,0.253716534989949,17315.52681092184,243.99613743811864,20.558666051679126
1232,simulation_06,-77.41157531738281,-11.71216106414795,-16426.950582210677,6772.122943320098,-0.5475650194070225,0.22573743144400327,17450.782239676024,992.988083477395,-50.35550131159948
1233,simulation_06,-77.41573333740234,-11.718734741210938,-16889.789426754713,6040.391715007701,-0.5629929808918237,0.2013463905002567,17604.816499386867,860.7079296334147,-0.5238416868071454
1234,simulation_06,-77.42127227783203,-11.726739883422852,-17506.34172242255,5149.320783562139,-0.5835447240807516,0.17164402611873797,17896.322926561897,1076.3140467839924,2.345176625544326
1235,simulation_06,-77.42759704589844,-11.737525939941406,-18210.366313481278,3948.6998359031795,-0.6070122104493759,0.1316233278634393,18260.48573754464,1384.430662048094,-4.255782245654473
1236,simulation_06,-77.43006896972656,-11.737516403198242,-18485.521883448742,3949.7613928860783,-0.6161840627816247,0.1316587130962026,18523.814864791355,269.4041039317708,60.36458078458148
1237,simulation_06,-77.43453979492188,-11.74008846282959,-18983.179797031873,3663.4594745981726,-0.6327726599010625,0.12211531581993909,18942.58299168494,565.13793619912,-30.663950686183114
1238,simulation_06,-77.4412841796875,-11.741866111755371,-19733.912895338166,3465.5852529857675,-0.6577970965112722,0.11551950843285892,19628.242126749174,761.1946474189878,15.370521932128554
1239,simulation_06,-77.44508361816406,-11.746950149536133,-20156.837197325196,2899.6692254022205,-0.6718945732441732,0.09665564084674068,19945.645208899026,701.224180375471,-38.74021509900399
1240,simulation_06,-77.45162963867188,-11.745007514953613,-20885.489910387183,3115.9083828187813,-0.6961829970129061,0.10386361276062604,20683.226419548402,745.4469531068403,70.6701986769196
1241,simulation_06,-77.45641326904297,-11.742525100708008,-21417.96689300941,3392.2316654674346,-0.7139322297669802,0.11307438884891449,21241.191952568264,590.0343552471277,11.062564205694741
1242,simulation_06,-77.46199798583984,-11.74512767791748,-22039.61466219516,3102.532764834252,-0.734653822073172,0.10341775882780839,21798.986938781854,674.0638711131703,-53.37877796535679
1243,simulation_06,-77.46563720703125,-11.754865646362305,-22444.704806869482,2018.5769295959105,-0.7481568268956494,0.06728589765319702,22065.797515244652,1154.2327072280664,-44.44948358171507
1244,simulation_06,-77.4700927734375,-11.760923385620117,-22940.664229279973,1344.2759340583584,-0.7646888076426658,0.04480919780194528,22498.764319166166,830.9292733053807,15.660203293033845
1245,simulation_06,-77.47579193115234,-11.764650344848633,-23575.050682260517,929.4194651413633,-0.7858350227420172,0.03098064883804544,23098.173907911216,746.8780365812145,20.500843646731255
1246,simulation_06,-77.48487854003906,-11.762886047363281,-24586.502175566842,1125.8075069777094,-0.8195500725188948,0.03752691689925698,24096.04800726763,1009.4944864821667,44.959562355073814
1247,simulation_06,-77.4910888671875,-11.771535873413086,-25277.788082830783,162.9753234881635,-0.8425929360943594,0.005432510782938783,24746.6374829266,1176.8802956982713,-66.11489920009979
1248,simulation_06,-77.49715423583984,-11.769255638122559,-25952.93832395465,416.79359809935477,-0.8650979441318217,0.01389311993664516,25410.57385131583,708.0138739192333,75.90499402216633
1249,simulation_06,-77.50031280517578,-11.769479751586914,-26304.52599669086,391.8470090012243,-0.8768175332230287,0.013061566966707476,25754.319900594182,345.09895055354457,-25.152826240424986
1250,simulation_06,-77.5019760131836,-11.76718521118164,-26489.661534508472,647.2576190867643,-0.8829887178169491,0.02157525396955881,25940.765329321475,313.18362183369,58.785369872111005
1251,simulation_06,-77.50265502929688,-11.778822898864746,-26565.2443916909,-648.1603671450913,-0.8855081463896967,-0.021605345571503044,26014.208181830334,1297.5294615556315,-141.37057077544577
1252,simulation_06,-77.50373840332031,-11.776693344116211,-26685.83726494824,-411.1146928637069,-0.889527908831608,-0.013703823095456898,26127.522888646963,264.81578027024943,150.2565168718228
1253,simulation_06,-77.50401306152344,-11.772137641906738,-26716.410106055737,95.99107786722595,-0.8905470035351912,0.0031997025955741985,26154.610636476293,507.9882286291911,23.096706791288
1254,simulation_06,-77.50728607177734,-11.766129493713379,-27080.73646258673,764.7719770937023,-0.9026912154195577,0.025492399236456742,26522.41527497083,757.9442165382117,-24.694037001039874
1255,simulation_06,-77.5093994140625,-11.765727996826172,-27315.97748999719,809.4635260737572,-0.9105325829999062,0.026982117535791907,26753.950005848463,234.59466763738723,-50.946173680680204
1256,simulation_06,-77.51165008544922,-11.754559516906738,-27566.504937961392,2052.652908746974,-0.9188834979320464,0.06842176362489913,27065.459129409126,1267.1529464411915,67.85715567551847
1257,simulation_06,-77.51317596435547,-11.74059772491455,-27736.35405522526,3606.772331711357,-0.9245451351741754,0.12022574439037856,27392.96621330185,1562.9907338047472,5.053188247616845
1258,simulation_06,-77.51362609863281,-11.733203887939453,-27786.4595448181,4429.797460553083,-0.9262153181606033,0.14765991535176942,27562.206996566412,824.4859238983273,2.696364785195726
1259,simulation_06,-77.51443481445312,-11.740510940551758,-27876.47957696795,3616.432500255739,-0.9292159858989317,0.12054775000852463,27530.23521743624,818.1264262807603,-170.40429788192637
1260,simulation_06,-77.51447296142578,-11.739185333251953,-27880.725804899546,3763.9889208787235,-0.9293575268299848,0.12546629736262413,27554.19012843498,147.61497644181495,172.20163893415508
1261,simulation_06,-77.51347351074219,-11.742063522338867,-27769.474633091715,3443.6110234397547,-0.9256491544363905,0.11478703411465849,27404.057631352276,338.3878858166302,162.83672765905897
1262,simulation_06,-77.5133285522461,-11.750325202941895,-27753.338966951644,2523.9842091542046,-0.9251112988983882,0.08413280697180682,27287.608272637433,919.7624949197212,17.793016833112773
1263,simulation_06,-77.51094818115234,-11.754528999328613,-27488.374344020012,2056.049891092251,-0.9162791448006671,0.0685349963697417,26989.450533400366,535.0291027232448,-28.018416644686226
1264,simulation_06,-77.5093002319336,-11.752497673034668,-27304.937297375036,2282.161528449774,-0.9101645765791678,0.0760720509483258,26828.7773723323,288.7548627337392,-112.5386424839275
1265,simulation_06,-77.50628662109375,-11.75599193572998,-26969.4852907789,1893.2070499155186,-0.8989828430259633,0.06310690166385062,26470.74974306588,509.0616625089102,101.36508923534478
1266,simulation_06,-77.5038833618164,-11.761393547058105,-26701.972931088312,1291.9411748014295,-0.8900657643696104,0.04306470582671432,26172.71756237271,655.8288458183869,16.63944964146731
1267,simulation_06,-77.50019836425781,-11.769554138183594,-26291.787312896067,383.5668645346108,-0.8763929104298689,0.012785562151153692,25741.722366087328,993.1770154868619,-0.311892388223896
1268,simulation_06,-77.49507904052734,-11.772061347961426,-25721.943524475795,104.48353373041931,-0.8573981174825265,0.003482784457680644,25181.10667395462,623.7757442627877,-39.57330841807277
1269,simulation_06,-77.490966796875,-11.783583641052246,-25264.200153449674,-1178.0896130083563,-0.8421400051149891,-0.03926965376694521,24760.29910024331,1358.599681165362,44.16385488049961
1270,simulation_06,-77.48641204833984,-11.790637969970703,-24757.20053841703,-1963.3233132588716,-0.8252400179472343,-0.06544411044196238,24315.014976592585,928.9318003297475,-13.036551442958853
1271,simulation_06,-77.4803695678711,-11.796564102172852,-24084.598034052116,-2622.974822432415,-0.8028199344684038,-0.08743249408108049,23722.39069058622,932.0064159026199,-12.650594931520345
1272,simulation_06,-77.47462463378906,-11.797263145446777,-23445.11610755366,-2700.786949278924,-0.7815038702517886,-0.09002623164263081,23109.26576349334,630.79274448386,-37.96842672736875
1273,simulation_06,-77.46781921386719,-11.804271697998047,-22687.589044556815,-3480.925176011523,-0.7562529681518938,-0.1160308392003841,22480.19544023686,1076.318873328091,39.36821294506984
1274,simulation_06,-77.45997619628906,-11.803908348083496,-21814.564581820538,-3440.4798549630646,-0.7271521527273512,-0.11468266183210216,21629.840952260394,855.5190063652302,-49.163542147349744
1275,simulation_06,-77.45256805419922,-11.807341575622559,-20989.947117504464,-3822.6403688067653,-0.6996649039168155,-0.12742134562689217,20899.67250604575,893.071928035663,28.045097556126308
1276,simulation_06,-77.44670104980469,-11.80575180053711,-20336.877261624893,-3645.6788197574742,-0.6778959087208298,-0.12152262732524914,20238.935358732346,663.2951481388951,-40.80902231009611
1277,simulation_06,-77.43968963623047,-11.809706687927246,-19556.420567797424,-4085.9065005657594,-0.6518806855932475,-0.136196883352192,19574.922814811893,881.7073749829632,45.42659035424737
1278,simulation_06,-77.43222045898438,-11.814404487609863,-18725.009138790796,-4608.82947034189,-0.6241669712930266,-0.15362764901139633,18900.263905801643,967.3304598069387,2.770383781496477
1279,simulation_06,-77.42621612548828,-11.818450927734375,-18056.652862357478,-5059.248098186007,-0.6018884287452493,-0.1686416032728669,18385.15031100035,794.2577379104971,1.8242895843844593
1280,simulation_06,-77.4208984375,-11.81183910369873,-17464.728688692903,-4323.270641942014,-0.5821576229564301,-0.14410902139806714,17634.289436829218,936.6684421140864,-86.33701553198637
1281,simulation_06,-77.41551971435547,-11.802021980285645,-16866.01055033777,-3230.503883745609,-0.5622003516779257,-0.1076834627915203,16823.419384999623,1239.9978957885548,-10.006202447286057
1282,simulation_06,-77.41323852539062,-11.793181419372559,-16612.08612002829,-2246.44056059808,-0.5537362040009429,-0.07488135201993601,16416.459581268173,1014.9694353147721,-14.02937375368856
1283,simulation_06,-77.40902709960938,-11.791735649108887,-16143.302556380017,-2085.508521990566,-0.5381100852126672,-0.06951695073301886,15940.183302288597,486.2908043894519,56.49888337808452
1284,simulation_06,-77.39983367919922,-11.785683631896973,-15119.961624865218,-1411.8444606427533,-0.5039987208288406,-0.04706148202142511,14868.732891516818,1207.2029313939063,-14.593942160283632
1285,simulation_06,-77.39257049560547,-11.783839225769043,-14311.479826689212,-1206.5393401500542,-0.4770493275563071,-0.040217978005001806,14061.99906892237,817.635686664519,19.377580879185743
1286,simulation_06,-77.38621520996094,-11.781464576721191,-13604.058253285206,-942.2116514081611,-0.4534686084428402,-0.0314070550469387,13350.961934284362,741.2469843431385,-6.349165481330601
1287,simulation_06,-77.3792495727539,-11.780095100402832,-12828.697032975651,-789.7720686638404,-0.4276232344325217,-0.02632573562212801,12583.474385622592,774.1852412550421,9.535590120964457
1288,simulation_06,-77.36994171142578,-11.776142120361328,-11792.617417666062,-349.75669925213504,-0.3930872472555354,-0.011658556641737835,11549.774677596735,1105.5983917380747,-12.096319651075646
1289,simulation_06,-77.36287689208984,-11.77223014831543,-11006.21600473436,85.69397513310402,-0.3668738668244787,0.002856465837770134,10775.041153443872,884.4739244139319,-6.041407997811405
1290,simulation_06,-77.35125732421875,-11.76611042022705,-9712.814976770012,766.8950910595006,-0.3237604992256671,0.025563169701983354,9539.487800075798,1437.818934328766,1.2145785734419903
1291,simulation_06,-77.3419418334961,-11.764017105102539,-8675.886115874104,999.9068488058681,-0.28919620386247014,0.033330228293528934,8552.170750611329,1041.5439296698464,15.35183213506469
1292,simulation_06,-77.33181762695312,-11.76193904876709,-7548.937222828346,1231.220115379597,-0.2516312407609449,0.041040670512653234,7492.142311007337,1127.2699059540996,1.0864886215782548
1293,simulation_06,-77.32123565673828,-11.75974178314209,-6371.033594603429,1475.8028442395653,-0.21236778648678098,0.04919342814131884,6409.381134565718,1178.827875241185,-0.13356796057109932
1294,simulation_06,-77.31403350830078,-11.761018753051758,-5569.3457611179765,1333.6603642293667,-0.18564485870393255,0.04445534547431222,5613.046275043419,797.6268127873802,22.239671548823182
1295,simulation_06,-77.30437469482422,-11.75828742980957,-4494.200848837699,1637.690284131689,-0.14980669496125662,0.05458967613772296,4694.684919441469,1095.6077950815975,-26.3760606879967
1296,simulation_06,-77.28946685791016,-11.758424758911133,-2834.774973169718,1622.403863577941,-0.09449249910565727,0.05408012878593137,3214.6560616787533,1624.6760049154739,16.650618857216827
1297,simulation_06,-77.28238677978516,-11.761506080627441,-2046.6750690653753,1279.4148024032193,-0.06822250230217917,0.042647160080107306,2377.3020616277163,844.3594063727833,23.427213902548587
1298,simulation_06,-77.2754135131836,-11.764211654663086,-1270.4646031695029,978.2510863547251,-0.042348820105650095,0.0326083695451575,1582.374950337277,817.412111847605,-2.347952020509581
1400,simulation_07,-77.2657699584961,-11.785833358764648,-197.01818206186337,-1428.5109052742703,-0.006567272735395446,-0.04761703017580901,1441.4721327437644,,
1401,simulation_07,-77.26069641113281,-11.790961265563965,367.7301328404944,-1999.3100949791535,0.012257671094683146,-0.06664366983263845,2031.4596661744176,794.6323402885824,
1402,simulation_07,-77.25875854492188,-11.799684524536133,583.4385117656055,-2970.316267237023,0.01944795039218685,-0.09901054224123411,3024.727525080067,993.6995451775268,31.815397765403247
1403,simulation_07,-77.2590103149414,-11.80812931060791,555.4134074170674,-3910.3249755942375,0.018513780247235583,-0.13034416585314124,3947.941920239667,940.408906906161,13.939823688732247
1404,simulation_07,-77.2607421875,-11.816210746765137,362.6346593225784,-4809.888362902992,0.01208782197741928,-0.1603296120967664,4822.969582675594,919.1412506642984,10.175102792401958
1405,simulation_07,-77.26310729980469,-11.824870109558105,99.36852756358454,-5773.782103375438,0.0033122842521194846,-0.19245940344584794,5774.6013743552385,997.7433703482653,3.1202854760663854
1406,simulation_07,-77.26763153076172,-11.829427719116211,-404.23410512378115,-6281.100185502951,-0.013474470170792705,-0.20937000618343168,6293.55145913548,707.3423683102263,29.207374543651525
1407,simulation_07,-77.27027893066406,-11.835455894470215,-698.9223235765904,-6952.110354393515,-0.023297410785886347,-0.23173701181311718,6985.691678127707,730.372852404946,-20.914676590048714
1408,simulation_07,-77.26972198486328,-11.8440523147583,-636.9273957752789,-7908.9978187788265,-0.021230913192509297,-0.2636332606259609,7933.532248247584,958.80925982717,-26.887857435808314
1409,simulation_07,-77.27198028564453,-11.851041793823242,-888.3040893258021,-8687.012931545627,-0.029610136310860073,-0.28956709771818756,8730.418830866802,815.9866386043429,21.175811392151047
1410,simulation_07,-77.27387237548828,-11.854408264160156,-1098.9169947329972,-9061.742546509033,-0.03663056649109991,-0.30205808488363445,9125.359152364254,427.6782919757226,11.265461107510163
1411,simulation_07,-77.27670288085938,-11.860343933105469,-1413.9871072574704,-9722.455612665475,-0.04713290357524901,-0.32408185375551585,9820.471409473903,729.1225828498731,-3.7954463309528705
1412,simulation_07,-77.2781982421875,-11.866236686706543,-1580.4392421760604,-10378.391672398871,-0.05268130807253534,-0.3459463890799624,10493.04553234513,675.8605653289811,-11.070950427316347
1413,simulation_07,-77.28191375732422,-11.871521949768066,-1994.0218427135765,-10966.706552321592,-0.06646739475711921,-0.3655568850773864,11139.025073438668,714.0933503119161,20.579582952792975
1414,simulation_07,-77.28742218017578,-11.874100685119629,-2607.1771560361362,-11253.751560497527,-0.08690590520120454,-0.37512505201658425,11539.450530359594,665.1618856245082,29.90773916435208
1415,simulation_07,-77.29159545898438,-11.879998207092285,-3071.7144917528126,-11910.218398722373,-0.10239048305842709,-0.3970072799574124,12283.82690891973,798.5003818144354,-29.732477859177607
1416,simulation_07,-77.3006591796875,-11.890146255493164,-4080.6182483001826,-13039.821184225379,-0.13602060827667276,-0.43466070614084595,13637.75482242941,1500.238474781415,6.451080244198607
1417,simulation_07,-77.30387878417969,-11.897727012634277,-4438.999885726942,-13883.652829931927,-0.14796666285756474,-0.4627884276643976,14547.564298628076,913.801700755264,-18.58568361830214
1418,simulation_07,-77.30651092529297,-11.904149055480957,-4731.989613007113,-14598.505302216228,-0.1577329871002371,-0.4866168434072076,15315.535773576272,770.1989433785909,-0.7139029720254939
1419,simulation_07,-77.31442260742188,-11.911311149597168,-5612.657286020263,-15395.734596373502,-0.18708857620067543,-0.5131911532124501,16346.372281133195,1173.9379270549566,25.372277994108288
1420,simulation_07,-77.31901550292969,-11.916354179382324,-6123.903128984502,-15957.085928930583,-0.2041301042994834,-0.5319028642976861,17045.54900697262,751.8966403555265,-5.5207968104121505
1421,simulation_07,-77.32268524169922,-11.922600746154785,-6532.390256004102,-16652.40575272954,-0.21774634186680342,-0.5550801917576513,17837.48703487727,802.0059184345895,-11.81397883919061
1422,simulation_07,-77.32823181152344,-11.929227828979492,-7149.791797258259,-17390.081700146173,-0.23832639324194196,-0.5796693900048724,18745.08965686298,953.4530853524266,9.422604734882242
1423,simulation_07,-77.33718872070312,-11.934680938720703,-8146.806115597158,-17997.079982967916,-0.2715602038532386,-0.5999026660989305,19684.12419774458,1148.9098405935965,18.793569768804645
1424,simulation_07,-77.34896087646484,-11.940934181213379,-9457.192055287893,-18693.142896654903,-0.3152397351762631,-0.6231047632218301,20858.957917343712,1458.8163365932771,3.3931650172762886
1425,simulation_07,-77.35175323486328,-11.94841194152832,-9768.01593988077,-19525.50972694614,-0.325600531329359,-0.650850324231538,21740.030458921283,886.1758511191498,-41.43105923277989
1426,simulation_07,-77.35452270507812,-11.954903602600098,-10076.292087714686,-20248.111565205603,-0.33587640292382287,-0.6749370521735201,22521.68264705621,783.0147400382948,2.5851889816551648
1427,simulation_07,-77.35704803466797,-11.960617065429688,-10357.392376786387,-20884.090353660496,-0.34524641255954625,-0.6961363451220165,23213.883168826855,692.8884043799341,0.7296601800766211
1428,simulation_07,-77.36439514160156,-11.963404655456543,-11175.215876411907,-21194.38345976192,-0.3725071958803969,-0.7064794486587307,23849.63307683481,858.1289341289487,45.41755221927659
1429,simulation_07,-77.37177276611328,-11.967336654663086,-11996.436358382703,-21632.06340381125,-0.3998812119460901,-0.7210687801270417,24612.424411971842,914.865985660119,-7.3834957671761
1430,simulation_07,-77.38032531738281,-11.970545768737793,-12948.44066064668,-21989.27732855682,-0.43161468868822267,-0.732975910951894,25379.017416023624,997.4648662921093,7.596513305401714
1431,simulation_07,-77.38801574707031,-11.975580215454102,-13804.48021165657,-22549.67325982929,-0.4601493403885523,-0.751655775327643,26286.55345876127,1007.6260160421276,-12.805299718875972
1432,simulation_07,-77.39685821533203,-11.976269721984863,-14788.755846200676,-22626.423829692903,-0.49295852820668923,-0.7542141276564301,26858.921506541938,965.906866822662,29.2326598420932
1433,simulation_07,-77.40215301513672,-11.978484153747559,-15378.132283106297,-22872.917361122087,-0.5126044094368766,-0.7624305787040696,27379.589529684017,627.0277179656457,-18.590544464776087
1434,simulation_07,-77.41378021240234,-11.98023796081543,-16672.38255665696,-23068.137690277246,-0.5557460852218987,-0.7689379230092416,28254.795241541837,1281.0271936194724,14.38209523743734
1435,simulation_07,-77.41653442382812,-11.985208511352539,-16978.96021331824,-23621.421189764293,-0.5659653404439414,-0.7873807063254764,28879.763283209824,629.3338421063224,-52.77430186924494
1436,simulation_07,-77.42035675048828,-11.988813400268555,-17404.432252064227,-24022.68972930018,-0.5801477417354742,-0.800756324310006,29447.65232508817,578.1300030045161,17.586816000946385
1437,simulation_07,-77.42230987548828,-11.994732856750488,-17621.83912216198,-24681.59814858569,-0.5873946374053993,-0.8227199382861897,30108.82897923225,692.3768066335064,-28.158376878125125
1438,simulation_07,-77.42977905273438,-11.998146057128906,-18453.250551168607,-25061.529392765307,-0.6151083517056202,-0.8353843130921769,30889.44377018353,897.6243926127556,47.07118719012968
1439,simulation_07,-77.43190002441406,-12.003721237182617,-18689.340824165385,-25682.115604968156,-0.6229780274721795,-0.8560705201656051,31528.379128055392,662.160151306476,-44.54761278770911
1440,simulation_07,-77.43753814697266,-12.004775047302246,-19316.93331245537,-25799.417651578515,-0.6438977770818457,-0.8599805883859505,31983.063504457852,624.9753558063044,58.77052743932245
1441,simulation_07,-77.43889617919922,-12.007856369018555,-19468.099026820215,-26142.406712753236,-0.6489366342273405,-0.8714135570917746,32347.20740342533,373.5020146799754,-55.86115250671895
1442,simulation_07,-77.4431381225586,-12.008028984069824,-19940.279572813764,-26161.620894143714,-0.6646759857604588,-0.8720540298047905,32636.857201699047,462.2481633286386,64.29705367293286
1443,simulation_07,-77.4405517578125,-12.010405540466309,-19652.385319051507,-26426.160894282188,-0.6550795106350502,-0.8808720298094063,32682.689608765882,386.3628831994738,-134.405524598294
1444,simulation_07,-77.44410705566406,-12.012350082397461,-20048.13376227632,-26642.61236309533,-0.6682711254092106,-0.8880870787698443,33086.0470891573,443.4921587687869,107.57463296297274
1445,simulation_07,-77.43648529052734,-12.013681411743164,-19199.737421543305,-26790.805717908053,-0.6399912473847769,-0.8930268572636018,32721.85307296396,842.9454990642128,-140.6601241625348
1446,simulation_07,-77.43687438964844,-12.013753890991211,-19243.04894644559,-26798.873550978085,-0.6414349648815196,-0.8932957850326029,32752.804773988308,43.124306601391055,159.09109416396882
1447,simulation_07,-77.43685150146484,-12.01314926147461,-19240.50120968663,-26731.570838262276,-0.6413500403228877,-0.8910523612754092,32696.335969013748,67.34882994337632,102.90310901426204
1448,simulation_07,-77.43767547607422,-12.010169982910156,-19332.21973300912,-26399.94043680458,-0.6444073244336372,-0.8799980145601527,32478.021264367017,343.55010384036734,-17.257515769066288
1449,simulation_07,-77.4383773803711,-12.007719039916992,-19410.350326950498,-26127.12029219949,-0.6470116775650167,-0.870904009739983,32301.596451803096,283.3212966943124,-0.5113123694438286
1450,simulation_07,-77.44164276123047,-12.005410194396973,-19773.827437895176,-25870.1173466396,-0.6591275812631725,-0.8623372448879867,32305.893867558105,438.69005972965766,-38.489491531503575
1451,simulation_07,-77.43744659423828,-12.003753662109375,-19306.742365419537,-25685.724898710014,-0.6435580788473179,-0.8561908299570005,31885.53437467356,492.67749574011356,122.15934308694642
1452,simulation_07,-77.43510437011719,-12.00251293182373,-19046.023970419505,-25547.616335234834,-0.6348674656806501,-0.8515872111744944,31623.3809779641,290.0141558791552,-6.459606364610352
1453,simulation_07,-77.43353271484375,-12.001749992370605,-18871.079379637722,-25462.6917766029,-0.6290359793212574,-0.84875639255343,31454.01810503298,191.0348930768574,2.043738896301832
1454,simulation_07,-77.43788146972656,-12.000797271728516,-19355.149363839744,-25356.642234011273,-0.6451716454613248,-0.8452214078003758,31649.425496831955,485.220527281617,-140.98162710527998
1455,simulation_07,-77.44149780273438,-12.001220703125,-19757.691771755108,-25403.775364052,-0.6585897257251703,-0.8467925121350666,31924.20072392794,396.5554154657503,-19.450465825479796
1456,simulation_07,-77.4418716430664,-11.999034881591797,-19799.304805484753,-25160.466503571508,-0.6599768268494918,-0.838682216785717,31755.804674269726,246.6900693657165,87.32925177295846
1457,simulation_07,-77.4420166015625,-11.997559547424316,-19815.44047162482,-24996.243638317006,-0.660514682387494,-0.8332081212772335,31635.55578335428,164.97956752537277,4.0074803651124284
1458,simulation_07,-77.44114685058594,-11.994685173034668,-19718.626474784418,-24676.290363671196,-0.6572875491594806,-0.8225430121223732,31324.979590911043,333.6737011774555,21.977533474841778
1459,simulation_07,-77.43778228759766,-11.993277549743652,-19344.10917121759,-24519.60455299528,-0.6448036390405864,-0.8173201517665093,30976.42085732357,398.4425297469517,50.355956402132655
1460,simulation_07,-77.43412017822266,-11.990155220031738,-18936.47128978431,-24172.05079679409,-0.6312157096594769,-0.805735026559803,30457.78551193093,528.9508550967585,-17.919584685757968
1461,simulation_07,-77.42304229736328,-11.984864234924316,-17703.366698448634,-23583.098982681633,-0.5901122232816212,-0.7861032994227211,29262.460767037926,1342.3177094204714,15.052368614901503
1462,simulation_07,-77.41254425048828,-11.979849815368652,-16534.80477167323,-23024.93232107325,-0.5511601590557743,-0.767497744035775,28141.913569599263,1272.0964860192646,-0.0013101569791160728
1463,simulation_07,-77.40660858154297,-11.973116874694824,-15874.091705516788,-22275.473091146436,-0.5291363901838929,-0.7425157697048812,27157.254102970375,989.6631718699387,-23.20022148600333
1464,simulation_07,-77.39830017089844,-11.96284008026123,-14949.263262015033,-21131.539286374293,-0.49830877540050106,-0.704384642879143,25701.560308301312,1458.4628084159697,-2.434005641009719
1465,simulation_07,-77.3932876586914,-11.948670387268066,-14391.308911803228,-19554.277921182707,-0.4797102970601076,-0.6518092640394236,24098.341799800797,1669.0436979669435,-19.2509987142912
1466,simulation_07,-77.39006042480469,-11.936448097229004,-14032.07802879015,-18193.786491899133,-0.46773593429300503,-0.6064595497299711,22794.81128627476,1405.1540542220084,-4.6051103491699905
1467,simulation_07,-77.38311767578125,-11.923556327819824,-13259.264545239555,-16758.773762416036,-0.4419754848413185,-0.5586257920805345,21195.58930715841,1622.029927244202,13.300996147951171
1468,simulation_07,-77.37237548828125,-11.915077209472656,-12063.52675970193,-15814.943448920385,-0.402117558656731,-0.5271647816306795,19736.01683839189,1503.2015753204475,23.32134297914618
1469,simulation_07,-77.36198425292969,-11.905564308166504,-10906.854271134996,-14756.040358478465,-0.3635618090378332,-0.4918680119492822,18212.432909481304,1549.8975278367523,-4.201020734788756
1470,simulation_07,-77.35499572753906,-11.899672508239746,-10128.945314066486,-14100.210454443359,-0.3376315104688829,-0.47000701514811194,17236.441925630486,1004.7453875038074,2.3465887142214186
1471,simulation_07,-77.34406280517578,-11.892292976379395,-8911.97638887088,-13278.777661075981,-0.29706587962902936,-0.44262592203586604,15887.407324643176,1446.6631120910924,6.150544170806889
1472,simulation_07,-77.33451843261719,-11.884893417358398,-7849.57016038539,-12455.115598044516,-0.26165233867951304,-0.41517051993481724,14634.085933634018,1326.357424490574,-3.791219245443301
1473,simulation_07,-77.32350158691406,-11.879410743713379,-6623.259533740271,-11844.826488575784,-0.22077531779134235,-0.3948275496191928,13502.77545165403,1346.3045814974407,11.43297484973926
1474,simulation_07,-77.31233215332031,-11.874563217163086,-5379.963995368765,-11305.237074168137,-0.17933213317895882,-0.3768412358056046,12471.454456389805,1330.963510916577,3.0390758760960495
1475,simulation_07,-77.30249786376953,-11.869604110717773,-4285.286434603142,-10753.227443060568,-0.14284288115343807,-0.3584409147686856,11542.308946148938,1205.1208346192766,-3.344715382011259
1476,simulation_07,-77.29688262939453,-11.86722469329834,-3660.2416830721118,-10488.368975827227,-0.12200805610240373,-0.3496122991942409,11083.370682326553,666.5627758102876,3.848535663972349
1477,simulation_07,-77.28941345214844,-11.861745834350586,-2828.8302540654827,-9878.504489151654,-0.09429434180218275,-0.3292834829717218,10259.216016402552,1016.8384670745081,-13.440309234196832
1478,simulation_07,-77.27943420410156,-11.860210418701172,-1718.0170271597926,-9707.593814904887,-0.05726723423865975,-0.32358646049682954,9852.16654948258,1100.4495425032899,27.91858408049962
1479,simulation_07,-77.27171325683594,-11.853426933288574,-858.5804938046253,-8952.50833296871,-0.02861934979348751,-0.29841694443229033,8991.86691649903,1130.3109212831323,-32.98092908032663
1480,simulation_07,-77.26287841796875,-11.84833812713623,124.84589515316459,-8386.061526893713,0.00416152983843882,-0.2795353842297904,8386.951857465267,1116.7815125985903,11.437170139565083
1481,simulation_07,-77.26080322265625,-11.843588829040527,355.8406946320237,-7857.406149409926,0.011861356487734124,-0.2619135383136642,7865.122469105897,574.966567175557,-36.36869318398533
1482,simulation_07,-77.25740814208984,-11.842080116271973,733.7549805441278,-7689.467834715278,0.024458499351470927,-0.2563155944905093,7722.937815767894,406.2107353168727,42.426273319004494
1483,simulation_07,-77.25786590576172,-11.836996078491211,682.8002453649677,-7123.551807131731,0.022760008178832256,-0.23745172690439104,7154.837081456079,568.1091792951921,-70.6162434337532
1484,simulation_07,-77.25343322753906,-11.832651138305664,1176.2119310165012,-6639.906445722869,0.03920706436721671,-0.22133021485742896,6738.987286360531,683.4673699680264,49.993810966227215
